,full_text,sentiment
620,aku tadi tumben²nya mual di transjakarta ternyata oh ternyata stella nya yang bikin mabok,negatif
621,Mbak-mbak petugas halte transjakarta UKI ini agak laen ya kek pemaen smekdown perilakunya Kalo ga lagi puasa udah ada sepatah duapatah kata (anjg) untukmu mbak,negatif
622,Di Slipi Petamburan udh hampir 30 menit ga lewat bus 1pun koridor manapun nih min  ada apa ya?,negatif
623,Min  kartu e-money kok sering error ya saat tap di halte yg baru direvitalisasi? Sayang bgt udh top-up saldo di KUE,negatif
624,Selamat pagi di sebrang wisma atlet Kemayoran di jam 08:30 Jak lingko 60 dengan plat B2369 QO tidak mau berhenti saya perhatikan ini supir yang sama sudah berkali-kali tidak mau berhenti,netral
625,tiba-tiba kehujanan pas di grab sampe kuyup trs hbs itu naik transjakarta (kebayang kan acnya sedingin apa) hahahaha lo jadi gue apa ga masuk angin,negatif
626,Hallo  apakah dekat Butteria Menteng ada halte TJ terdekat? Thanks,netral
627,BKN pagi ini jg masih begini. Ga ada petugas di halte yang bantu atur. Baris tengah biasanya dikosongin buat jalur penumpang yg mau masuk ke bis  tp akhir-akhir ini ngga jd alurnya kacau dan akhirnya pada berantem dorong-dorongan.,negatif
628,Min  halte jembatan gantung kapan dibuka min??,netral
629,Sungguh menunggu  7A adalah ide yang sangat bagus untuk melatih kesabaran terutama di bulan puasa,negatif
630,Min mau tau rute L13E dong yang baru sekarang,netral
631,Tolong banget  ini busway 10H udah 40 menit belum ada aja di halte busway Priok.,netral
632,Mentang-mentang naik jaklingko gratis supirnya demen banget seenaknya,positif
633,Min tj 1k masih ada dr blok m?,netral
634,Tolonglah  kalo buat peraturan tuh yg tegas. Kalo harus antre ya semua harus antre dong. Jgn ada yg dibiarkan lewat krn berani melawan. Sakit hati banget liat kita cape antre tp yg nyela didiemin aja. Kejadian di Halte Apt Kalibata Jumat (31/3) jam 06.16.,negatif
635,ini kenapa bus 5c jadi jarang bgt ya nunggunya kayak ngantri haji lama beneeerrrr,negatif
636,Min ini ada demo di depan DPR trus T11 jadi gimana yg ke arah Poris?,netral
637,Presiden  seharusnya mengakui Kota DKI Jakarta yang telah berhasil membangun transportasi publik yang terintegrasi dengan moda transporrasi lainnya spt Jaklingko terintegrasi dgn TransJakarta MRT LRT dan Stasiun KAI Commuterline dibawah Gubernur DKI,positif
638,Siapa yang capek bgt sama rute ke kantor setelah perubahan rute transjakarta Karena aku mudah sakit cari kos yg deket biasanya 10 menit naik busway sekarang jadi sejam,negatif
639,halo min  rute dari halte grogol ke halte gambir apa ya min? terima kasih banyak sebelumnya min,netral
640,ada kah yg pp kerja jaksel (terutama di lenteng agung/tanjungbarat/pasming/pejaten) ke daerah tomang? boleh tau nggak sejauh dan secape apa kalo PP tiap hari? dan kalo PP pakai transjakarta ribet nggak ya ke daerah tomang?,netral
641,Tolong ya  bilangin sama T11 yg barusan lewat rest area arah Tangerang. Dia aja gak berhenti di tempat yg sesuai loh saya berhentiin di rest area agak depan ga mau berhenti. Makanya kalo udah pasti di 1 titik tuh yaudah tunggu aja sampe lancar,negatif
642,Halte penyebrangan Depkes yang baru cuma bisa diakses dari satu sisi ya  ya Allah mau nyebrang aja susah banget,negatif
643,Peak energy stupidity org Jakarta: klakson marah-marah ke transjakarta karena transjakarta lagi BERENTI DI BUS STOP TRANSJAKARTA. Suka banget gue ngeliat orang tololnya gak nanggung,negatif
644,Astaghfirullah ga manusiawi amat ini halte Pancoran Barat,negatif
645,Selamat pagi kak. Terima kasih atas Apresiasi yang telah diberikan untuk Transjakarta kami akan selalu terus melayani pelanggan dan meningkatkan pelayanan terbaik kami. ^RSN,positif
646,Hai Kak Bisa Silakan topup pada vending machine yang sudah tersedia di beberapa halte Transjakarta. Top Up di vending machine hanya bisa melayani dari Bank BNI Mandiri dan BRI. Minimum top up saldo sebesar Rp.10.000 - Rp.20.000 - Rp.50.000 - dan Rp.100.000 -. Trims ^RA,netral
647,15 Bus TransJakarta Dikerahkan Angkut WNI Penyintas Konflik Sudan,netral
648,Palisade terintegrasi Transjakarta,netral
649,Dear  Jelas jelas ada peraturan dilarang makan dan minum saya aja suka nahan minum padahal butuh minum karena dua penumpang ini dekat dengan kenek jd mereka bebas. Gmna ini? Cibubur-BKN MYS 21305,negatif
650,Semoga dibaca dan ditanggapi oleh  Bus PPD-0317 terasa panas. AC menyala tapi hampir tidak dingin sama sekali. Inlet juga tampak jebol.,negatif
651,Pemerintah Provinsi DKI Jakarta menyediakan Layanan Angkutan Malam Hari (AMARI) Transjakarta pada arus balik angkutan lebaran 2023 lho! Layanan khusus ini berlaku mulai tanggal 26 April - 2 Mei 2023 pukul 22.00 - 05.00 WIB dengan rute Terminal Terpadu Pulo Gebang menuju,netral
652,Pagi ini rute  T11 tetap dijalankan sampai Bundaran Senayan.,netral
653,Foto-foto berikut menunjukkan WNI yang dievakuasi dari Sudan turun dari sebuah bus TransJakarta yang khusus membawa mereka ke Asrama Haji Pondok Gede di Jakarta Jumat (28/4) . Rombongan pertama yang mencakup 385 pengungsi Indonesia dari Sudan mendarat di Jakarta pada Jumat pagi,netral
654,Bin ayo aku ajak jalan jalan naik transjakarta,netral
655,Bus wisata Transjakarta membuka rute baru Monas - Pantai Maju. Gratis cek waktu dan tanggalnya !,netral
656,Transjarta Siapkan 6 Rute Tambahan Untuk Antisipasi Lonjakan Penumpang Arus Balik...  yg merantau ke Jkt tdk perlu risau kalo sedang pulang kampung ke batak padang dsb. Bisa tidur sampai Subuh krn disiapkan transjakarta 6 rute tambahan,positif
657,Beberapa pendapat umum dari pengguna  basis Tangerang: 1. Rute T11 tetap Poris Plawad-Bunsen dengan variasi rute Palem Semi-Bunsen 2. Armada T11 diperbanyak (jam sibuk pagi arah timur jam sibuk sore-malam arah barat) 3. T12 segera dijalankan,netral
658,Admin mau tanya kalo dri kolatmar jakarta mau ke senayan bisa gak ya naik transjakarta? Kalo bisa boleh info rutenya?,netral
659,Kemaren dari Tanah Abang gue milih naik bus Transjakarta. Ada dua hal yang gue liat soal kartu Transjakarta. 1. Petugas TJ bantu semua penumpang nge-tap. Gue menduga ini karena kalau pada ngetap sendiri jadinya lama. ,positif
660,Buat apa ada TJ di samping Stasiun Transjakarta kalau tiket kereta gakbisa dipakai buat naik TJ? Ini paling gakmasuk akal sih. Masalah ini yang paling urgen buat diselesaikan. Apalagi gue seringnya liat penumpang yang gini tuh udah di atas 60 tahun.,negatif
661,Transjakarta masih suasana liburan. Penuh bgt apalagi yg dari ragunan...,negatif
662,Pagi min  kalau dari Jl. Pinang Raya Pondok Labu mau ke stasiun kereta naik transjakarta atau jaklingko nomor berapa ya? Makasih,netral
663,min tolong info halte busway terdekat di jl.condet raya no.8 Balekambang Kec. Kramat jati Kota Jakarta Timur. 13530,netral
664,Sekadar usul bagaimana jika pada sesi morning briefing kepala pool  memotivasi pengemudinya untuk punya keterampilan mengerem yang baik? Hari ini pengemudi dua bus besar TJ yang saya tumpangi menyiksa penumpangnya dengan teknik mengerem ala sopir pemula.,negatif
665,guys yg commutingnya naik transjakarta bayarnya itu bisa cash gak ya? atau pake kartu kartu gitu? thank you!,netral
666,Repot banget ya kalau mau naik Transjakarta lewat Halte Depkes entrance gate nya cuma bisa lewat depan Kemenkes doang. Pengguna yg mau naik bus dari sisi Palma Tower ga bisa masuk karena ga ada tangganya. Masih nunggu lift punya LRT sampai aktif,negatif
667,skill baru yang gua dapetin dari magang: tidur posisi bediri di transjakarta sampe bisa mimpi dan auto melek kalo dh deket,netral
668,TransJakarta Buka Lowongan Kerja untuk Lulusan S1 Simak Kualifikasinya,netral
669,Waduh! Apa gak terlalu kecil nih halte slipi petamburan?,negatif
670,Info Jalur Rute Transjakarta Busway Lengkap -,netral
671,Transjakarta udah bagus dengan segala rute dan kemudahannya makin ke sini malah makin menyulitkan para pengguna. Aplikasi baru yg malah ga jelas revitalisasi halte yg lama dan nyusahin penumpang trus pemendekan jalur,negatif
672,Pagi kak. Terima kasih atas saran dan masukan yang telah diberikan. Transjakarta akan terus berusaha meningkatkan pelayanan bagi pelanggan. ^RSN,positif
673,Pagi kak. Hari ini Rute 9C beroperasi normal mulai pukul 05:00 WIB. Terima kasih ^RSN,netral
674,Menyusahkan pelanggan. Tambah armada lebih bagus. Kasihan penumpang numpuk di halte Slipi Petamburan yg sempit itu. Ini contoh kebijakan diambil tidak pakai akal,negatif
675,Banyak yang mengeluhkan kartu uang elektronik keluaran bank juga lambat dibaca pada gate transportasi umum lain seperti commuter line dan Transjakarta.,negatif
676,Kalo dari st. cisauk ke ice bsd pake kaya transjakarta gt bisa kan ya? Gratis kah? Lama ga nunggunya? Apa sih namanya ya,netral
677,Kok bisa bikin kebijakan kacau begini... staff2nya sendiri kaga pernah naik Tj kali ya? B11 Summarecon Bekasi juga diperpendek dari Pancoran Tugu ke BNN akhirnya numpuk sama B21 Bekasi Timur tunggu nanti kalo kerja udah normal terus rush hour,negatif
678,PT Transportasi Jakarta atau TransJakarta membuka lowonan kerja untuk posisi analis pengelolaan anggaran,netral
679,Jalan bareng Ismail menikmati subsidi negara/Pemprov DKI Jakarta,positif
680,Kemudian datanglah bus baru yg beroperasi di Transjakarta dr berbagai merk. Ada banyak merk yg hadir tapi yg sempet beroperasi di jalur Yutong Zhongtong dan Ankai. Hadirnya bus bus ini sangat membantu terutama di Kor 9. Bus bus ini jg tersebar di berbagai koridor dan rute direct,positif
681,Anies Baswedan baru-baru ini naik bus listrik TransJakarta bersama putranya Ismail Hakim Baswedan. Kebersamaan tersebut langsung dibagikan Anies melalui akun media sosial resminya. Namun ada satu hal yang jadi sorotan. Apa itu?,netral
682,T11 ini emang makin ancur sih makin sini nunggunya 30 menit sekali gila apa  bukannya ditambah armadanya ini udh numpuk bgt masa dari 18.41 baru 1 bis yg lewat sampe detik ini,netral
683,niat banget bertujuan ke m bloc space cuma buat jalan-jalan naik transjakarta. jajan ramen (yang biasa aja) terus pulang.,netral
684,perkara pintu otomatis ini sering kena prank. baru keluar dari bus eh pintunya ketutup sendiri pdhal blm masuk masih di pinggiran kan bahaya,negatif
685,pagi. D21 UI-Lb. bulus memang skrg selalu ngetem ya di halte st. tanjung barat? bis termasuk penuh penumpang banyak yg berdiri lho. 06:14-06:18,netral
686,tolong di perbanyak petugas-petugas seperti ini untuk menjaga palang busway terutama saat jam berangkat kerja dan pulang kerja,netral
687,at least armadanya dibanyakin dong terutama pas jam pulang kerja,negatif
688,sopir bis kota disini harus belajar sih sm sopir bis transjakarta,netral
689,siapa yg di sini ga bisa baca rute transjakarta,netral
690,Info rute tercepat dari dukuh atas ke stasiun senen,netral
691,selamat malam min  mau tanya dong dari rute 1 mau ke rute 3 transit di mana ya min? apakah bisa di halte harmoni temporer? terima kasih,netral
692,Halo admin  mulai besok berarti halte bunderan senayan sudah tidak beroperasi ya?,netral
693,Min  kor 3E yg arah puri kembangan selama halte jembatan baru direnovasi penumpangnya nunggu dmn??,netral
694,Min  .. tgl 3 Juni nanti Halte Grogol mau revitalisasi untuk tujuan Rawa buaya dari arah Jembatan besi lewat mana yah? masa harus muter ke halte Podomoro city?,netral
695,lebak bulus-pasar baru via tomang bisa gak diganti rute tecepat dan gak macet capek bgt setiap hari harus berdiri berjam jam karna macet daerah tomang,negatif
696,saran  .. saat bunsen di renov dan 9C hanya sampai GBK mohon di buat melewati halte Polda untuk yang arah Pinang Ranti untung mengurangi jika ada penumpukan di GBK terimakasih,negatif
697,Bikin kebijakan penutupan rute 13B beneran jadi bencana!!  ! Bukannya mempermudah orang move to public transport malah mempersulit. Coba kantor lu dipindah jangan di Cawang tapi cobain di CSW!,negatif
698,Transjakarta itu warisan Sutiyoso warisan dia apa ?,netral
699,Min mau liat rute lebak bulus - senen lewatin apa aja ya?,netral
700,ngaco banget sih ini rute L13E yang baru harusnya pintu turun dan naik penumpang di halte kuningan barat dipisah penumpang turun dulu di pintu D busnya muter balik baru penumpang naik di pintu A. ini semuanya turun dan naik di pintu D ya chaos lah.,negatif
701,Malam min  klo mau ke labkesda prov dki jakarta naik transjakarta koridor berapa ya dari halte juanda? Thanks,netral
702,Kalau ngomong ke pemprov DKI mah minta TransJakarta masuk bandara. Salah alamat kalau kereta.,netral
703,| Dikarenakan Halte Senen Sentral sudah kembali beroperasi melayani pelanggan maka rute shuttle 3ST: Atrium - Budi Utomo berhenti beroperasi. Terima kasih para pelanggan yang telah menggunakan rute 3ST selama revitalisasi Halte Senen Sentral.,netral
704,Iya bener banyak yang kaco di modifikasi rutenya. Sering penumpukan penumpang karena jalur yang macet bus kejebak di Jalan campur udah gitu kapasitas haltenya udah overload karena dilintasi rute2 lain,negatif
705,Mohon informasinya apakah busway menjangkau tempat penyelenggaraan  pada tanggal 3-4 Juni 2023 yang akan datang. Mohon informasinya jika dijangkau dari Pinang Ranti Jakarta Timur. Terima kasih,netral
706,Pagi Kak. Saat ini Halte Bundaran Senayan masih beroperasi normal jika ada perubahan akan kami informasikan di Sosial Media Transjakarta dan Aplikasi Tije. Terima kasih ^RA,netral
707,TransJakarta mengubah rute L13E (Puri Beta-Kuningan) per 29 Mei. Perubahan rute membuat para penumpang kesulitan karena harus naik turun JPO.,negatif
708,Pagi Kak. Silakan naik rute L13E turun di Halte Kuningan Barat transit koridor 9 turun di Halte BNN baru kemudian transit rute 5D arah Ancol. Terima kasih ^RA,netral
709,Malam kak. Pemberangkatan terakhir 1F dari Bundaran Senayan/GBK jam berapa ya?,netral
710,Transjakarta Netizen: Subsidi yang Bisa Rakyat Nikmati,positif
711,Hai kak. Mohon maaf atas ketidaknyamanannya. Mohon info untuk waktu kejadian dan no bodi bus tersebut laporan akan kami jadikan bahan edukasi agar petugas kami bisa lebih baik kedepannya. Terima kasih ^ZR,netral
712,Untuk Kartu Multi Trip (KMT) KAI Commuter selain untuk transaksi pembayaran Commuterline KA Bandara &amp; Parkir resmi stasiun dapat juga digunakan sebagai alat pembayaran di MRT Jakarta LRT Jakarta &amp; TransJakarta pada gate yang telah tersedia.,netral
713,Terima kasih Pak Anies sudah berhasil mengganti Kopaja butut jadi bus listrik yg nyaman banget. Kami utang rasa ke bapk,positif
714,PT Transjakarta akan menutup 10 halte pada masa revitalisasi. Penutupun halte beragam dimulai dari tanggal 31 Mei dan tanggal 1-3 Juni 2023. Penumpang yang ingin menuju ke 10 halte tersebut bisa menggunakan rute alternatif lain yang masih dibuka. Berikut,netral
715,Potret 10 Halte TransJakarta yang Mau Ditutup Ini Alasannya,netral
716,PT Transportasi Jakarta meminta pengendara roda dua atau lebih untuk tertib berlalu lintas dengan tidak masuk ke jalur busway.,netral
717,Bisaa ga sih supir lo di briefing  bis nmor 1R sering bgt ninggalin penumpang di T abang pdhal supir udh liat klo ada penumpang ngejar tpi ttp jalan Udah gitu interval 1R setiap 20 menit skali gmna org mau pindah ke pub trasnport klo pelayanannya jlek gni,negatif
718,Rute Puri Beta-Haliman kini diperpendek menjadi Puri Beta-Kuningan Barat.,netral
719,Bakal Calon Presiden (Bacapres) Koalisi Perubahan untuk Persatuan Anies Baswedan membagikan potret dirinya tengah menaiki bus Transjakarta listrik. Warganet menyoroti caption yang ia tulis dalam unggahan tersebut.,netral
720,Kalau bisa si ada hubnya di bunderan HI apa Gatsu gitu biar hidup gua makin perfect bersama,netral
721,Wacana TransJakarta Menhub Pilih Tingkatkan Pelayanan Kereta Bandara,netral
722,Halo min untuk rute blok m cibubur rutenya bagaimana yaa min?,netral
723,kak  rute dari jcc senayan ke plumpang pertamina gimana ya?,netral
724,Admin  depok-neo soho naik nomor bus berapa aja ya? Untuk hr ini,netral
725,hai min dari cibubur ke smesco pancoran naik TJ apa ya? thank you,netral
726,malam min mau tanya besok rute 6M beroperasi seperti biasa ngga yaa,netral
727,min kalo dr velbak mau ke bundaran senayan naik apa,netral
728,kak untuk rute 10 tj priok itu operasionalnya dari jamber ke jamber yaa,netral
729,Min  mau nanya bus AMARI terkahir dari pulogadung ke dukuh atas jam brpa ya?,netral
730,Min mau tanya dari halte Jelambar bisa langsung ke Jiexpo Kemayoran ga ya?,netral
731,hai sore min  mau tanya klo dr Indosiar ke olimo transit dimana aja ya? makasih min,netral
732,halo min rute ke prj dari slipi kemanggisan gimana ya? bus rute prj start nya jam berapa ya?,netral
733,min  klo mau naik 7D tapi dari rambutan bisa naik jaklingko ga? trs start 7D skrg dari mana ya?,netral
734,Dari kereta bandara mau ke Emporium turun di mana dan naik jurusan mana  dan dari halte mana?,netral
735,Min kalo dari kalideres mau ke pgc sekarang rutenya gimana ya?,netral
736,Halo  halte kampung melayu masih belum selesai renovasi/revitalisasi kah? Saya mau naik koridor 7. Tks,netral
737,selamat malam min  izin tanya kalo dari halte bundaran HI mau ke lotte avenue kuningan itu stepnya gimana ya? terima kasih,netral
738,Halo Min mau tanya besok royal trans dari cibubur ke blok M apakah beroprasi? Jika tidak beroprasi apakah ada alternatif lain??,netral
739,Ini sopir bus pkt 101 buru buru banget nutup pintu d halte bermis saya sampe kejepit pintu mau tanggung jawab emg klo kenapa kenapa sama penumpang,negatif
740,Intinya bisa buat belanja di ecomerse kyak alfa indo krl mrt lrl(?) toll transjakarta gitu sayang,netral
